run_id,run_question,run_answer,run_prediction,input_ner,input_intent,input_confidence,retrieval_recall_at_k,retrieval_precision_at_k,retrieval_mrr,retrieval_ndcg,llm_factuality,llm_contradiction,llm_relevance,llm_attribution_rate,llm_coverage,input_score,retrieval_score,llm_score,index,rouge_N,rouge_L,bleu,llm_as_a_judge-score
1,The Argentine PGA Championship record holder has won how many tournaments worldwide?,230,"According to the text, Roberto De Vicenzo holds the record for most victories at the Argentine PGA Championship with 16 wins. He also won more than 230 tournaments worldwide in his career, including eight on the PGA Tour and the 1967 Open Championship.",1.0,0.9113933742046356,0.9645573496818542,0.9344978165938864,0.74,0.3,0.9999998893724228,0.5517042875289917,0.3786268070340156,0.784042239189148,1.0,1.0,0.9586502412954966,0.7436244264915773,0.7428746667504311,0.7755783948157067,0.0454545454545454,0.0454545454545454,0.0074411682956067,0.868
2,The Argentine PGA Championship record holder has won how many tournaments worldwide?,230,"According to the text, Roberto De Vicenzo holds the record for most victories at the Argentine PGA Championship with 16 wins. He also won more than 230 tournaments worldwide in his career, including eight on the PGA Tour and the 1967 Open Championship.",1.0,0.9113933742046356,0.9645573496818542,0.9344978165938864,0.74,0.3,0.9999998893724228,0.5517042875289917,0.3786268070340156,0.784042239189148,1.0,1.0,0.9586502412954966,0.7436244264915773,0.7428746667504311,0.7755783948157067,0.0454545454545454,0.0454545454545454,0.0074411682956067,0.868
3,The Argentine PGA Championship record holder has won how many tournaments worldwide?,230,"According to the text, Roberto De Vicenzo won more than 230 tournaments worldwide in his career.",1.0,0.9113933742046356,0.9645573496818542,0.9344978165938864,0.74,0.3,0.9999998893724228,0.5517042875289917,0.3786268070340156,0.5747767090797424,1.0,1.0,0.9586502412954966,0.7436244264915773,0.7010215607285499,0.7588371524069543,0.1176470588235294,0.1176470588235294,0.0204124145231931,0.7630000000000001
4,The Argentine PGA Championship record holder has won how many tournaments worldwide?,230,"According to the text, Roberto De Vicenzo holds the record for the most victories at the Argentine PGA Championship with 16 wins. He also won more than 230 tournaments worldwide in his career.",1.0,0.9113933742046356,0.9645573496818542,0.9344978165938864,0.74,0.3,0.9999998893724228,0.5517042875289917,0.3786268070340156,0.7843899726867676,0.5,1.0,0.9586502412954966,0.7436244264915773,0.642944213449955,0.7356062134955164,0.0588235294117647,0.0588235294117647,0.009731236802019,0.7849999999999999
5,The Argentine PGA Championship record holder has won how many tournaments worldwide?,230,"Roberto De Vicenzo, the record holder for the Argentine PGA Championship with 16 victories between 1944 and 1985, has won more than 230 tournaments worldwide throughout his career.",1.0,0.9113933742046356,0.9645573496818542,0.9344978165938864,0.74,0.3,0.9999998893724228,0.5517042875289917,0.3786268070340156,0.7922990918159485,1.0,1.0,0.9586502412954966,0.7436244264915773,0.7445260372757911,0.7762389430258507,0.0689655172413793,0.0689655172413793,0.0115010926557059,0.8009999999999999
6,The Argentine PGA Championship record holder has won how many tournaments worldwide?,230,"According to the text, Roberto De Vicenzo, the former British Open champion and record holder of the Argentine PGA Championship with 16 victories between 1944 and 1985, won more than 230 tournaments worldwide in his career.",1.0,0.9113933742046356,0.9645573496818542,0.9344978165938864,0.74,0.3,0.9999998893724228,0.5517042875289917,0.3786268070340156,0.7888341546058655,1.0,1.0,0.9586502412954966,0.7436244264915773,0.7438330498337746,0.7759617480490442,0.054054054054054,0.054054054054054,0.0089087080637474,0.785
7,The Argentine PGA Championship record holder has won how many tournaments worldwide?,230,"According to the text, Roberto De Vicenzo holds the record for most victories at the Argentine PGA Championship with 16 wins. As a professional golfer, he won more than 230 tournaments worldwide in his career, including eight on the PGA Tour and one major championship (the 1967 Open Championship).",1.0,0.9113933742046356,0.9645573496818542,0.9344978165938864,0.74,0.3,0.9999998893724228,0.5517042875289917,0.3786268070340156,0.7900611758232117,1.0,1.0,0.9586502412954966,0.7436244264915773,0.7440784540772438,0.7760599097464318,0.0399999999999999,0.0399999999999999,0.0065205066369662,0.806
8,The Argentine PGA Championship record holder has won how many tournaments worldwide?,230,Roberto De Vicenzo has won more than 230 tournaments worldwide in his career.,1.0,0.9113933742046356,0.9645573496818542,0.9344978165938864,0.74,0.3,0.9999998893724228,0.5517042875289917,0.3786268070340156,0.5671118497848511,1.0,1.0,0.9586502412954966,0.7436244264915773,0.6994885888695717,0.758223963663363,0.1428571428571428,0.1428571428571428,0.0253184841770916,0.719
9,The Argentine PGA Championship record holder has won how many tournaments worldwide?,230,The Argentine PGA Championship record holder Roberto De Vicenzo has won more than 230 tournaments worldwide in his career.,1.0,0.9113933742046356,0.9645573496818542,0.9344978165938864,0.74,0.3,0.9999998893724228,0.5517042875289917,0.3786268070340156,0.7813814878463745,1.0,1.0,0.9586502412954966,0.7436244264915773,0.7423425164818764,0.7753655347082848,0.1,0.1,0.0170996392014192,0.7369999999999999
10,The Argentine PGA Championship record holder has won how many tournaments worldwide?,230,Roberto De Vicenzo has won more than 230 tournaments worldwide in his career.,1.0,0.9113933742046356,0.9645573496818542,0.9344978165938864,0.74,0.3,0.9999998893724228,0.5517042875289917,0.3786268070340156,0.5671118497848511,1.0,1.0,0.9586502412954966,0.7436244264915773,0.6994885888695717,0.758223963663363,0.1428571428571428,0.1428571428571428,0.0253184841770916,0.6839999999999999
