run_id,run_question,run_answer,run_prediction,input_ner,input_intent,input_confidence,retrieval_recall_at_k,retrieval_precision_at_k,retrieval_mrr,retrieval_ndcg,llm_factuality,llm_contradiction,llm_relevance,llm_attribution_rate,llm_coverage,input_score,retrieval_score,llm_score,index,rouge_N,rouge_L,bleu,llm_as_a_judge-score
1,Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame?,International Boxing Hall of Fame,"According to the text, Vince Phillips held a junior welterweight title by an organization recognized by the International Boxing Hall of Fame (IBF).",1.0,0.9327518045902252,0.97310072183609,0.93,0.67,0.3,0.9999999167553948,0.7155366539955139,0.2917790547013282,0.8871483206748962,1.0,1.0,0.9686175088087716,0.7249999791888487,0.7788928058743477,0.7830997393060368,0.3571428571428571,0.3571428571428571,0.198810693121886,0.767
2,Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame?,International Boxing Hall of Fame,"According to the text, Vince Phillips held a junior welterweight title by an organization recognized by the International Boxing Hall of Fame (IBF).",1.0,0.9327518045902252,0.97310072183609,0.93,0.67,0.3,0.9999999167553948,0.7155366539955139,0.2917790547013282,0.8871483206748962,1.0,1.0,0.9686175088087716,0.7249999791888487,0.7788928058743477,0.7830997393060368,0.3571428571428571,0.3571428571428571,0.198810693121886,0.767
3,Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame?,International Boxing Hall of Fame,The IBF junior welterweight title was recognized by the International Boxing Hall of Fame.,1.0,0.9327518045902252,0.97310072183609,0.93,0.67,0.3,0.9999999167553948,0.7155366539955139,0.2917790547013282,0.5846013426780701,1.0,1.0,0.9686175088087716,0.7249999791888487,0.7183834102749824,0.7588959810662906
,0.5263157894736842,0.5263157894736842,0.2567762955065477,0.721
4,Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame?,International Boxing Hall of Fame,The International Boxing Federation (IBF) is recognized by the International Boxing Hall of Fame. Vince Phillips held a junior welterweight title sanctioned by the IBF.,1.0,0.9327518045902252,0.97310072183609,0.93,0.67,0.3,0.9999999167553948,0.7155366539955139,0.2917790547013282,0.7108321189880371,1.0,1.0,0.9686175088087716,0.7249999791888487,0.7436295655369759,0.768994443171088,0.3333333333333333,0.3333333333333333,0.1414213562373095,0.755
5,Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame?,International Boxing Hall of Fame,Vince Phillips held a junior welterweight title by an organization recognized by the International Boxing Hall of Fame (IBHOF).,1.0,0.9327518045902252,0.97310072183609,0.93,0.67,0.3,0.9999999167553948,0.7155366539955139,0.2917790547013282,0.9090585112571716,1.0,1.0,0.9686175088087716,0.7249999791888487,0.7832748439908028,0.7848525545526188,0.4166666666666667,0.4166666666666667,0.2418254167033372,0.775
6,Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame?,International Boxing Hall of Fame,The International Boxing Federation (IBF) is recognized by the International Boxing Hall of Fame.,1.0,0.9327518045902252,0.97310072183609,0.93,0.67,0.3,0.9999999167553948,0.7155366539955139,0.2917790547013282,0.3909864127635956,1.0,1.0,0.9686175088087716,0.7249999791888487,0.6796604242920876,0.7434067866731328,0.5263157894736842,0.5263157894736842,0.2567762955065477,0.721
7,Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame?,International Boxing Hall of Fame,Vince Phillips held a junior welterweight title by an organization recognized by the International Boxing Hall of Fame (IBHOF).,1.0,0.9327518045902252,0.97310072183609,0.93,0.67,0.3,0.9999999167553948,0.7155366539955139,0.2917790547013282,0.9090585112571716,1.0,1.0,0.9686175088087716,0.7249999791888487,0.7832748439908028,0.7848525545526188,0.4166666666666667,0.4166666666666667,0.2418254167033372,0.775
8,Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame?,International Boxing Hall of Fame,The answer is The International Boxing Hall of Fame. Vince Phillips held a junior welterweight title by an organization recognized by this larger Hall of Fame.,1.0,0.9327518045902252,0.97310072183609,0.93,0.67,0.3,0.9999999167553948,0.7155366539955139,0.2917790547013282,0.9027190804481506,0.0,1.0,0.9686175088087716,0.7249999791888487,0.5820069578289986,0.7043454000878971,0.3225806451612903,0.3225806451612903,0.1358732440973515,0.7849999999999999
9,Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame?,International Boxing Hall of Fame,"The larger Hall of Fame recognized by which organization Vince Phillips held a junior welterweight title is the International Boxing Hall of Fame (IBHOF), as stated in the text: ""The International Boxing Federation (IBF) is one of four major organizations recognized by the International Boxing Hall of Fame (IBHOF)..."".",1.0,0.9327518045902252,0.97310072183609,0.93,0.67,0.3,0.9999999167553948,0.7155366539955139,0.2917790547013282,0.7483565211296082,1.0,1.0,0.9686175088087716,0.7249999791888487,0.7511344459652901,0.7719963953424138,0.1851851851851852,0.1851851851851852,0.0922138891954146,0.718
10,Vince Phillips held a junior welterweight title by an organization recognized by what larger Hall of Fame?,International Boxing Hall of Fame,Vince Phillips held a junior welterweight title by an organization recognized by the International Boxing Hall of Fame.,1.0,0.9327518045902252,0.97310072183609,0.93,0.67,0.3,0.9999999167553948,0.7155366539955139,0.2917790547013282,0.9456838369369508,1.0,1.0,0.9686175088087716,0.7249999791888487,0.7905999091267586,0.7877825806070011,0.4347826086956522,0.4347826086956522,0.1980295085953348,0.746
