run_id,run_question,run_answer,run_prediction,input_ner,input_intent,input_confidence,retrieval_recall_at_k,retrieval_precision_at_k,retrieval_mrr,retrieval_ndcg,llm_factuality,llm_contradiction,llm_relevance,llm_attribution_rate,llm_coverage,input_score,retrieval_score,llm_score,index,rouge_N,rouge_L,bleu,llm_as_a_judge-score
1,"Which river system in Chilhowie, Virginia was the starting place for most Longhunters?",Holston River,"The river system in Chilhowie, Virginia that was the starting place for most Longhunters is the Holston River Valley.",1.0,0.988485425710678,0.9953941702842712,0.8888888888888888,0.69,0.27,0.9999998753200788,0.6582289338111877,0.306478388607502,0.896910548210144,0.0,1.0,0.9946265319983164,0.7122221910522419,0.5723235741257667,0.698623395423563,0.1904761904761905,0.1904761904761905,0.0764719112901872,0.8520000000000001
2,"Which river system in Chilhowie, Virginia was the starting place for most Longhunters?",Holston River,"The river system in Chilhowie, Virginia that was the starting place for most Longhunters is the Holston River Valley.",1.0,0.988485425710678,0.9953941702842712,0.8888888888888888,0.69,0.27,0.9999998753200788,0.6582289338111877,0.306478388607502,0.896910548210144,0.0,1.0,0.9946265319983164,0.7122221910522419,0.5723235741257667,0.698623395423563,0.1904761904761905,0.1904761904761905,0.0764719112901872,0.857
3,"Which river system in Chilhowie, Virginia was the starting place for most Longhunters?",Holston River,"The river system in Chilhowie, Virginia that was the starting place for most Longhunters is the Holston River Valley.",1.0,0.988485425710678,0.9953941702842712,0.8888888888888888,0.69,0.27,0.9999998753200788,0.6582289338111877,0.306478388607502,0.896910548210144,0.0,1.0,0.9946265319983164,0.7122221910522419,0.5723235741257667,0.698623395423563,0.1904761904761905,0.1904761904761905,0.0764719112901872,0.8460000000000001
4,"Which river system in Chilhowie, Virginia was the starting place for most Longhunters?",Holston River,"The river system in Chilhowie, Virginia that was the starting place for most Longhunters is the Holston River Valley.",1.0,0.988485425710678,0.9953941702842712,0.8888888888888888,0.69,0.27,0.9999998753200788,0.6582289338111877,0.306478388607502,0.896910548210144,0.0,1.0,0.9946265319983164,0.7122221910522419,0.5723235741257667,0.698623395423563,0.1904761904761905,0.1904761904761905,0.0764719112901872,0.8470000000000001
5,"Which river system in Chilhowie, Virginia was the starting place for most Longhunters?",Holston River,"The river system in Chilhowie, Virginia that was the starting place for most Longhunters is the Holston River system.",1.0,0.988485425710678,0.9953941702842712,0.8888888888888888,0.69,0.27,0.9999998753200788,0.6582289338111877,0.306478388607502,0.8798705339431763,0.0,1.0,0.9946265319983164,0.7122221910522419,0.5689155712723732,0.6972601942822056,0.1904761904761905,0.1904761904761905,0.0764719112901872,0.762
6,"Which river system in Chilhowie, Virginia was the starting place for most Longhunters?",Holston River,"According to the text, the river system in Chilhowie, Virginia that was the starting place for most Longhunters is:

The Holston River Valley.",1.0,0.988485425710678,0.9953941702842712,0.8888888888888888,0.69,0.27,0.9999998753200788,0.6582289338111877,0.306478388607502,0.9065305590629578,1.0,1.0,0.9946265319983164,0.7122221910522419,0.7742475762963295,0.7793929962917882,0.16,0.16,0.0628694613461931,0.754
7,"Which river system in Chilhowie, Virginia was the starting place for most Longhunters?",Holston River,"The river system in Chilhowie, Virginia that was the starting place for most Longhunters is the Holston River system.",1.0,0.988485425710678,0.9953941702842712,0.8888888888888888,0.69,0.27,0.9999998753200788,0.6582289338111877,0.306478388607502,0.8798705339431763,0.0,1.0,0.9946265319983164,0.7122221910522419,0.5689155712723732,0.6972601942822056,0.1904761904761905,0.1904761904761905,0.0764719112901872,0.7569999999999999
8,"Which river system in Chilhowie, Virginia was the starting place for most Longhunters?",Holston River,"The river system in Chilhowie, Virginia that was the starting place for most Longhunters is the Holston River Valley.",1.0,0.988485425710678,0.9953941702842712,0.8888888888888888,0.69,0.27,0.9999998753200788,0.6582289338111877,0.306478388607502,0.896910548210144,0.0,1.0,0.9946265319983164,0.7122221910522419,0.5723235741257667,0.698623395423563,0.1904761904761905,0.1904761904761905,0.0764719112901872,0.8620000000000001
9,"Which river system in Chilhowie, Virginia was the starting place for most Longhunters?",Holston River,"The river system in Chilhowie, Virginia that was the starting place for most Longhunters is the Holston River.",1.0,0.988485425710678,0.9953941702842712,0.8888888888888888,0.69,0.27,0.9999998753200788,0.6582289338111877,0.306478388607502,0.8883564472198486,0.0,1.0,0.9946265319983164,0.7122221910522419,0.5706127539277077,0.6979390673443394,0.1999999999999999,0.1999999999999999,0.0180775381515546,0.6609999999999999
10,"Which river system in Chilhowie, Virginia was the starting place for most Longhunters?",Holston River,"The river system in Chilhowie, Virginia that was the starting place for most Longhunters is the Holston River Valley.",1.0,0.988485425710678,0.9953941702842712,0.8888888888888888,0.69,0.27,0.9999998753200788,0.6582289338111877,0.306478388607502,0.896910548210144,0.0,1.0,0.9946265319983164,0.7122221910522419,0.5723235741257667,0.698623395423563,0.1904761904761905,0.1904761904761905,0.0764719112901872,0.8620000000000001
